id,doi,title,venue,publication_year,publication_date,type,cited_by_count,cited_2015,cited_joss,fulltext_openalex,fulltext_epmc,first_author,n_authors,date_added,notes,exclude
W4389988670,10.1109/vis54172.2023.00015,reVISit: Supporting Scalable Evaluation of Interactive Visualizations,,2023,2023-10-21,article,18,True,False,False,False,Yiren Ding,8,2026-07-15,,False
W4393054287,10.1080/13506285.2024.2315803,Target recognition and lure rejection: Two sides of the same memorability coin?,Visual Cognition,2023,2023-10-21,article,5,True,False,False,False,Chong Zhao,3,2026-07-15,,False
W4387820108,10.31234/osf.io/9hcws,Cognitive control adjustments are dependent on the level of conflict: A replication of Zhang et al. (2021) (PREPRINT),,2023,2023-10-19,preprint,0,False,True,True,False,Miklos Bognar,10,2026-07-15,,False
W4387762814,10.1016/j.wocn.2023.101277,Phonological mediation effects in imitation of the Mandarin flat-falling tonal continua,Journal of Phonetics,2023,2023-10-18,article,5,True,False,False,False,Wei Zhang,3,2026-07-15,,False
W4387728695,10.1111/infa.12564,"Validation of an open source, remote web‐based eye‐tracking method (WebGazer) for research in early childhood",Infancy,2023,2023-10-18,article,31,True,False,True,True,Adrian Steffan,33,2026-07-15,,False
W4387721569,10.1016/j.cognition.2023.105637,Discourse coherence modulates use of predictive processing during sentence comprehension,Cognition,2023,2023-10-17,article,9,True,False,False,False,Georgia Carter,2,2026-07-15,,False
W4387695206,10.31234/osf.io/ta9rq,Biases in cultural transmission of information about a minimal ingroup,,2023,2023-10-16,preprint,0,True,False,True,False,Mateusz Woźniak,3,2026-07-15,,False
W4387676032,10.1016/j.biopsycho.2023.108715,The next frontier: Moving human fear conditioning research online,Biological Psychology,2023,2023-10-16,review,7,True,False,False,False,Luke J. Ney,6,2026-07-15,,False
W4387603449,10.31234/osf.io/5pbw8,Incidental Learning of Temporal and Spatial Associations in Hybrid Search,,2023,2023-10-12,preprint,3,True,False,True,False,Iris Wiegand,4,2026-07-15,,False
W4387526080,10.1152/jn.00161.2023,A primitive-based representation of dance: modulations by experience and perceptual validity,Journal of Neurophysiology,2023,2023-10-11,article,0,True,False,False,False,Amalaswintha Leh,3,2026-07-15,,False
W4387557577,10.1016/j.cogpsych.2023.101605,Modeling the continuous recognition paradigm to determine how retrieval can impact subsequent retrievals,Cognitive Psychology,2023,2023-10-11,article,6,True,False,False,False,Julian Fox,2,2026-07-15,,False
W4387445458,10.31234/osf.io/k9hrz,Mixing and mingling in visual working memory: inter-item competition is feature-specific during encoding and feature-general during maintenance,,2023,2023-10-09,preprint,1,False,False,True,False,Janna Wennberg,2,2026-07-15,,False
W4387448677,10.1073/pnas.2307584120,Predicting the attention of others,Proceedings of the National Academy of Sciences,2023,2023-10-09,article,20,True,False,True,True,Kirsten Ziman,4,2026-07-15,,False
W4387501383,10.31234/osf.io/ar5yd,Predictive Learning as the Basis of the Testing Effect,,2023,2023-10-09,preprint,0,False,True,True,False,Haopeng Chen,5,2026-07-15,,False
W4387450664,10.3390/bs13100827,The Effects of Visual Complexity and Task Difficulty on the Comprehensive Cognitive Efficiency of Cluster Separation Tasks,Behavioral Sciences,2023,2023-10-09,article,13,False,False,True,True,Qi Guo,2,2026-07-15,,False
W4387427268,10.1016/j.apacoust.2023.109673,Exterior sounds for electric and automated vehicles: Loud is effective,Applied Acoustics,2023,2023-10-06,article,6,True,False,True,False,Pavlo Bazilinskyy,5,2026-07-15,,False
W4387419235,10.1016/j.cognition.2023.105630,Revisiting the narrow latent scope bias in explanatory reasoning,Cognition,2023,2023-10-06,article,5,False,True,False,False,Simon Stephan,1,2026-07-15,,False
W4387363350,10.3758/s13421-023-01470-y,Reactive and proactive control processes in voluntary task choice,Memory & Cognition,2023,2023-10-05,article,5,True,False,True,True,Victor Mittelstädt,4,2026-07-15,,False
W4387372815,10.31234/osf.io/a8cve,Revisiting the Narrow Latent Scope Bias in Explanatory Reasoning,,2023,2023-10-04,preprint,1,False,True,True,False,Simon Stephan,1,2026-07-15,,False
W4387244112,10.1101/2023.10.02.560466,A simple optical flow model explains why certain object viewpoints are special,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-10-02,preprint,1,True,False,True,True,Emma E.M. Stewart,3,2026-07-15,,False
W7113153696,,Internal attention modulates the functional state of novel stimulus-response associations in working memory.,OSF Preprints (OSF Preprints),2023,2023-10-02,preprint,0,False,False,True,False,Nicholas E. Myers,6,2026-07-15,,False
W4387765921,10.1016/j.actpsy.2023.104056,Can measures of social cognition predict autistic traits?,Acta Psychologica,2023,2023-10-01,article,5,True,False,False,False,Juan Carlos Oliveros,3,2026-07-15,,False
W4387675020,10.1177/20438087231204166,"Value-modulated attentional capture in reward and punishment contexts, attentional control, and their relationship with psychopathology",Journal of Experimental Psychopathology,2023,2023-10-01,article,8,True,False,True,False,René Freichel,11,2026-07-15,,False
W4387930613,10.1121/10.0021300,"Vowel perception under prominence: Examining the roles of F0, duration, and distributional information",The Journal of the Acoustical Society of America,2023,2023-10-01,article,6,True,False,True,False,Jeremy Steffman,2,2026-07-15,,False
W4387233470,10.31234/osf.io/7cweu,Dynamic changes in task preparation in a multi-task environment: The task transformation paradigm,,2023,2023-09-30,preprint,0,True,False,True,False,Mengqiao Chai,4,2026-07-15,,False
W4390552897,10.36253/qulso-2421-7220-15162,The Role of D-Linking and Lexical Restriction in Locality Violations,Quaderni di Linguistica e Studi Orientali,2023,2023-09-30,article,3,True,False,True,False,Cristiano Chesi,3,2026-07-15,,False
W4387167286,10.1101/2023.09.27.559753,Background-matching patterns are attractive: support for a processing bias,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-09-29,preprint,2,True,False,True,False,Yseult Héjja‐Brichard,5,2026-07-15,,False
W4387159519,10.1101/2023.09.27.559869,"Cognitive tasks, anatomical MRI, and functional MRI data evaluating the construct of self-regulation",bioRxiv (Cold Spring Harbor Laboratory),2023,2023-09-29,preprint,3,False,True,True,False,Patrick G. Bissett,12,2026-07-15,,False
W4387220584,10.31234/osf.io/3tn4c,Negative Self-Referent Cognition Predicts Future Depression Symptom Change: An Intensive Sampling Approach,,2023,2023-09-29,preprint,2,True,False,True,False,Rachel L. Weisenburger,5,2026-07-15,,False
W4387165423,10.1101/2023.09.27.559839,Probing sustained attention and fatigue across the lifespan,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-09-29,preprint,1,True,False,True,True,Simon Hanzal,4,2026-07-15,,False
W4387184490,10.31234/osf.io/mjx2v,Illusions of Confidence in Artificial Systems,,2023,2023-09-28,preprint,4,True,False,False,False,Clara Colombatto,2,2026-07-15,,False
W4387157300,10.1080/09658211.2023.2262188,No evidence of fast mapping in healthy adults using an implicit memory measure: failures to replicate the lexical competition results of Coutanche and Thompson-Schill (2014),Memory,2023,2023-09-28,article,7,True,False,True,False,Kshipra Gurunandan,5,2026-07-15,,False
W4387139333,10.31234/osf.io/cpd8u,The Effect of Non-Instrumental Information on Reward Learning,,2023,2023-09-27,preprint,0,True,False,True,False,Jake Ryan Embrey,4,2026-07-15,,False
W4387079131,10.1101/2023.09.26.559523,The Temporal Dynamics of Metacognitive Experiences Track Rational Adaptations in Task Performance,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-09-27,preprint,3,True,False,True,False,Luc Vermeylen,8,2026-07-15,,False
W4387104717,10.31234/osf.io/e3v5b,Comprehenders’ Error Correction Mechanisms are Finely Calibrated to Language Production Statistics,,2023,2023-09-26,preprint,2,True,False,True,False,Peng Qian,2,2026-07-15,,False
W4387104820,10.31234/osf.io/sa36y,Information Sources and Their Congruency Modulate Preference-Based Decision-Making Processes,,2023,2023-09-26,preprint,0,True,False,True,False,Ayşegül Özkan,2,2026-07-15,,False
W4321748977,10.1371/journal.pcbi.1011483,Measuring uncertainty in human visual segmentation,PLoS Computational Biology,2023,2023-09-25,article,6,True,False,True,True,Jonathan Vacher,4,2026-07-15,,False
W4387018444,10.1177/19485506231199527,Moral Judgments Are Value-Based Decisions Driven by Culturally Stable Valuations and Culturally Variable Decision Biases,Social Psychological and Personality Science,2023,2023-09-25,article,5,True,False,False,False,Dale J. Cohen,3,2026-07-15,,False
W4387023560,10.31234/osf.io/hdux9,Does time pressure promote lies in betting on coin tosses?,,2023,2023-09-24,preprint,0,True,False,True,False,Huanxu Liu,2,2026-07-15,,False
W4386998868,10.31234/osf.io/9cm7z,An Extended Chinese Social Evaluative Word List,,2023,2023-09-23,preprint,0,True,False,True,False,Lulu Li,3,2026-07-15,,False
W4386990867,10.1016/j.cognition.2023.105605,The scaling of mental computation in a sorting task,Cognition,2023,2023-09-23,article,0,True,False,False,False,Susanne Haridi,4,2026-07-15,,False
W4386955454,10.3758/s13423-023-02382-3,Response planning during question-answering: does deciding what to say involve deciding how to say it?,Psychonomic Bulletin & Review,2023,2023-09-22,article,1,True,False,True,True,Ruth E. Corps,2,2026-07-15,,False
W4386981876,10.31234/osf.io/7tpx2,ROAR-CAT: Rapid Online Assessment of Reading ability with Computerized Adaptive Testing,,2023,2023-09-22,preprint,1,True,False,True,False,Wanjing Anya,7,2026-07-15,,False
W4386910520,10.1167/jov.23.10.14,Beautification of images by generative adversarial networks,Journal of Vision,2023,2023-09-21,article,1,True,False,True,True,A Deeper Music,3,2026-07-15,,False
W4386886490,10.1016/j.neurobiolaging.2023.09.006,Improvement of mnemonic discrimination with acute light exercise is mediated by pupil-linked arousal in healthy older adults,Neurobiology of Aging,2023,2023-09-20,article,14,True,False,True,True,Kazuya Suwabe,8,2026-07-15,,False
W4386878334,10.1111/cdev.14008,Nameability supports rule-based category learning in children and adults,Child Development,2023,2023-09-20,article,5,True,False,True,True,Martin Zettersten,7,2026-07-15,,False
W4386928383,10.31234/osf.io/y2fdh,Probabilistic models of delay discounting: improving plausibility and performance,,2023,2023-09-20,preprint,1,True,True,True,False,Isaac Kinley,3,2026-07-15,,False
W4386864620,10.1007/s11257-023-09383-w,Cognitive personalization for online microtask labor platforms: A systematic literature review,User Modeling and User-Adapted Interaction,2023,2023-09-19,article,7,True,False,True,False,Dennis Paulino,4,2026-07-15,,False
W4386895528,10.31234/osf.io/wamkn,The Work Engagement and Well-being Study (SWELL): A randomised controlled feasibility trial evaluating the effects of mindfulness versus light physical exercise at work,,2023,2023-09-19,preprint,1,True,False,True,False,Maris Vainre,7,2026-07-15,,False
W4386942621,10.48550/arxiv.2309.10852,Using AI Uncertainty Quantification to Improve Human Decision-Making,arXiv (Cornell University),2023,2023-09-19,preprint,2,False,False,True,False,Laura R. Marusich,4,2026-07-15,,False
W4386839237,10.1017/s1366728923000639,Heritage language development and processing: Non-canonical word orders in Mandarin–English child heritage speakers,Bilingualism Language and Cognition,2023,2023-09-18,article,13,True,False,True,False,Jiuzhou Hao,3,2026-07-15,,False
W4386824073,10.3758/s13423-023-02381-4,How do intentions modulate the effect of working memory on long-term memory?,Psychonomic Bulletin & Review,2023,2023-09-18,article,8,True,False,True,False,Maximilien Labaronne,3,2026-07-15,,False
W4386843590,10.1111/jir.13091,"The associations among executive planning, self‐determination, and quality of life in adolescents with intellectual disability",Journal of Intellectual Disability Research,2023,2023-09-18,article,3,True,False,True,False,Ming Lui,3,2026-07-15,,False
W4386800397,10.1016/j.brat.2023.104406,"Reaction time as an outcome measure during online fear conditioning: Effects of number of trials, age, and levels of processing",Behaviour Research and Therapy,2023,2023-09-16,article,3,True,False,False,False,Luke J. Ney,3,2026-07-15,,False
W4386725594,10.1177/17470218231203187,Eye gaze is not unique: The reversed congruency effect on gaze and tongue targets,Quarterly Journal of Experimental Psychology,2023,2023-09-14,article,14,True,False,False,False,Yoshihiko Tanaka,4,2026-07-15,,False
W4386752334,10.31234/osf.io/6syfv,Using AI Uncertainty Quantification to Improve Human Decision-Making,,2023,2023-09-13,preprint,6,True,False,True,False,Laura R. Marusich,4,2026-07-15,,False
W4386631958,10.7554/elife.86892.2,Judging the difficulty of perceptual decisions,,2023,2023-09-12,preprint,0,True,False,False,False,Anne Löffler,4,2026-07-15,,False
W4386647930,10.7554/elife.86892.2.sa2,Reviewer #1 (Public Review): Judging the difficulty of perceptual decisions,,2023,2023-09-12,peer-review,0,True,False,False,False,Anne Löffler,4,2026-07-15,,False
W4386631941,10.7554/elife.86892.2.sa0,Reviewer #3 (Public Review): Judging the difficulty of perceptual decisions,,2023,2023-09-12,peer-review,0,False,False,True,False,Anne Löffler,4,2026-07-15,,False
W4386687579,10.31234/osf.io/eakwz,Is generalization general? Differences between predictive and category learning reflect knowledge of “cognitive kinds”,,2023,2023-09-11,preprint,1,True,False,True,False,René Schlegelmilch,3,2026-07-15,,False
W4386609985,10.1080/23273798.2023.2254865,Meaning creation in novel noun-noun compounds: humans and language models,Language Cognition and Neuroscience,2023,2023-09-11,article,2,True,False,False,False,Phoebe Chen,3,2026-07-15,,False
W4386572582,10.31234/osf.io/b6wxu,"Choice-contingent feedback creates a learning trap: Replication of Rich &amp;amp; Gureckis (2018), Experiment 1",,2023,2023-09-08,preprint,0,False,True,True,False,Rachel P. Ostrowski,3,2026-07-15,,False
W4386531201,10.1177/09567976231181516,Perceptual Generalization of Alcohol-Related Value Characterizes Risky Drinkers,Psychological Science,2023,2023-09-08,article,1,True,False,True,True,Sanghoon Kang,4,2026-07-15,,False
W4386563757,10.1101/2023.09.07.556737,Perirhinal cortex supports object perception by integrating over visuospatial sequences,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-09-08,preprint,2,True,False,True,False,Tyler Bonnen,3,2026-07-15,,False
W4386522018,10.31234/osf.io/jmq3w,Pitch height and mode have asymmetrical effects on the perception of mixed emotions in seventh chords,,2023,2023-09-06,preprint,0,True,False,True,False,Noah Bongiovanni,5,2026-07-15,,False
epmc:MED:37673881,10.1038/s41467-023-41112-0,Prior information differentially affects discrimination decisions and subjective confidence reports,Nature communications,2023,2023-09-06,"Research Support, Non-U.S. Gov't; research-article; Journal Article",11,False,False,False,True,Constant M,4,2026-07-15,,False
W4386438032,10.1037/xge0001471,Associations between executive functions assessed in different contexts in a genetically informative sample.,Journal of Experimental Psychology General,2023,2023-09-05,article,7,True,False,True,True,Samantha M. Freis,8,2026-07-15,,False
W4386446035,10.1101/2023.09.04.556248,Distractor-specific control adaptation in multidimensional environments,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-09-05,preprint,1,True,False,True,False,Davide Gheza,2,2026-07-15,,False
W4386393036,10.1038/s41597-023-02483-7,Standardised images of novel objects created with generative adversarial networks,Scientific Data,2023,2023-09-02,article,4,True,False,True,True,Patrick S. Cooper,4,2026-07-15,,False
W4387142597,10.1101/lm.053660.122,Better late than never: sleep still supports memory consolidation after prolonged periods of wakefulness,Learning & Memory,2023,2023-09-01,article,3,True,False,True,True,Marit Petzka,4,2026-07-15,,False
W4386890656,10.1098/rsos.230447,Interindividual differences in Pavlovian influence on learning are consistent,Royal Society Open Science,2023,2023-09-01,article,7,True,False,True,True,Sepehr Saeedpour,4,2026-07-15,,False
W4386796084,10.1111/cogs.13342,Lexically Mediated Compensation for Coarticulation Still as Elusive as a White Christmash,Cognitive Science,2023,2023-09-01,article,7,True,False,True,False,James M. McQueen,3,2026-07-15,,False
W4388263628,10.1177/21695067231192874,Multitasking in Complex Environments: An Attempt to Generalize Individual Differences in Multitasking to a Realistic Task Setting,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,2023,2023-09-01,article,2,True,False,False,False,Hanna Schindler,8,2026-07-15,,False
W4386860675,10.1101/lm.053765.123,The influence of encoding strategy on associative memory consolidation across wake and sleep,Learning & Memory,2023,2023-09-01,article,3,True,False,True,True,Dan Denis,5,2026-07-15,,False
W4386306299,10.1177/17470218231200489,"Do linguistic stimuli activate experiential colour traces related to the entities they refer to and, if so, under what circumstances?",Quarterly Journal of Experimental Psychology,2023,2023-08-31,article,2,False,False,True,True,Oksana Tsaregorodtseva,4,2026-07-15,,False
W4386305297,10.1037/xge0001462,False memories for ending of events.,Journal of Experimental Psychology General,2023,2023-08-31,article,7,True,False,True,True,Petar Raykov,3,2026-07-15,,False
W4386268881,10.21203/rs.3.rs-3280406/v1,Faces and bodies in whole person perception,Research Square,2023,2023-08-30,preprint,1,False,False,True,False,Katelyn Forner,2,2026-07-15,,False
W4386268665,10.1016/j.cogpsych.2023.101596,Testing formal cognitive models of classification and old-new recognition in a real-world high-dimensional category domain,Cognitive Psychology,2023,2023-08-30,article,13,True,False,False,False,Brian J. Meagher,2,2026-07-15,,False
W4386255092,10.5334/jopd.93,A Dataset of 108 Novel Noun-Noun Compound Words with Active and Passive Interpretation,Journal of Open Psychology Data,2023,2023-08-29,article,1,True,False,True,True,Phoebe Chen,3,2026-07-15,,False
W4386253417,10.31234/osf.io/7p9en,Choosing the right frame: How context preferences facilitate subsequent decisions,,2023,2023-08-29,preprint,0,False,True,False,False,Lauren Treiman,2,2026-07-15,,False
W4386191940,10.1177/00187208231197347,"The (Im)perfect Automation Schema: Who Is Trusted More, Automated or Human Decision Support?",Human Factors The Journal of the Human Factors and Ergonomics Society,2023,2023-08-26,article,24,True,False,False,False,Tobias Rieger,4,2026-07-15,,False
W4386157967,10.1044/2023_ajslp-23-00085,Effect of Face Masks and Speech Style on Speech Intelligibility and Listener Effort in Parkinson's Disease,American Journal of Speech-Language Pathology,2023,2023-08-25,article,3,True,False,False,False,Nathaniel Cline,3,2026-07-15,,False
W4386119335,10.3758/s13428-023-02200-7,e-Babylab: An open-source browser-based tool for unmoderated online developmental studies,Behavior Research Methods,2023,2023-08-24,article,20,True,False,True,True,Chang Huan Lo,5,2026-07-15,,False
W4386116404,10.1007/s00426-023-01870-4,Memory for abstract control states does not decay with increasing retrieval delays,Psychological Research,2023,2023-08-24,article,3,True,False,True,True,Moritz Schiltenwolf,4,2026-07-15,,False
W4386119255,10.1044/2023_jslhr-22-00568,Prosodic Focus Interpretation in Spectrotemporally Degraded Speech by Non-Native Listeners,Journal of Speech Language and Hearing Research,2023,2023-08-24,article,2,True,False,False,False,Marita K. Everhardt,5,2026-07-15,,False
W4386136836,10.3389/fnbeh.2023.1239463,Transcranial direct current stimulation (tDCS) over the orbitofrontal cortex reduces delay discounting,Frontiers in Behavioral Neuroscience,2023,2023-08-24,article,19,False,False,True,False,Andrea Stefano Moro,7,2026-07-15,,False
W4386084540,10.1177/17470218231198500,Automatic phonological access among bilinguals with cross-script languages,Quarterly Journal of Experimental Psychology,2023,2023-08-23,article,3,True,False,False,False,Nan Zhang,4,2026-07-15,,False
W4386116603,10.1002/erv.3023,Practice makes perfect: Restrained eaters' heightened control for food images,European Eating Disorders Review,2023,2023-08-23,article,8,True,False,False,False,Mechteld M. van den Hoek Ostende,5,2026-07-15,,False
W4386150632,10.48550/arxiv.2308.11300,Approaching human 3D shape perception with neurally mappable models,arXiv (Cornell University),2023,2023-08-22,preprint,1,False,False,True,False,Thomas O’Connell,7,2026-07-15,,False
W4386022255,10.1523/jneurosci.0051-23.2023,Rhythmic Entrainment Echoes in Auditory Perception,Journal of Neuroscience,2023,2023-08-21,article,24,True,False,True,True,Sylvain L’Hermite,2,2026-07-15,,False
W4385984091,10.31234/osf.io/adrpw,Emotional reactions evoked by masks with an implied mouth,,2023,2023-08-17,preprint,0,True,False,True,False,Taiki Tachibana,4,2026-07-15,,False
W4385963028,10.1016/j.cognition.2023.105587,Feeling and deciding: Subjective experiences rather than objective factors drive the decision to invest cognitive control,Cognition,2023,2023-08-17,article,12,True,False,True,False,Gaia Corlazzoli,3,2026-07-15,,False
W4385984273,10.31219/osf.io/hdzyv,reVISit: Supporting Scalable Evaluation of Interactive Visualizations,,2023,2023-08-17,preprint,0,True,False,True,False,Yiren Ding,8,2026-07-15,,False
epmc:MED:37705957,10.1016/j.isci.2023.107643,Excessive teleological thinking is driven by aberrant associations and not by failure of reasoning,iScience,2023,2023-08-15,research-article; Journal Article,4,False,False,False,True,Ongchoco JDK,3,2026-07-15,,False
W4385801753,10.1038/s41598-023-39902-z,Colour information biases facial age estimation and reduces inter-observer variability,Scientific Reports,2023,2023-08-14,article,4,True,False,True,False,Jean Y. J. Hsieh,4,2026-07-15,,False
W4385837427,10.31234/osf.io/6tfmc,Intrusion Errors in Source Memory are affected by Orthographic but not Semantic Similarity,,2023,2023-08-14,preprint,0,True,False,True,False,Jason Zhou,3,2026-07-15,,False
W4385848952,10.48550/arxiv.2308.06887,Robustified ANNs Reveal Wormholes Between Human Category Percepts,arXiv (Cornell University),2023,2023-08-14,preprint,3,False,False,True,False,Guy Gaziv,3,2026-07-15,,False
W4385849262,10.48550/arxiv.2308.07164,The Partner Modelling Questionnaire: A validated self-report measure of perceptions toward machines as dialogue partners,arXiv (Cornell University),2023,2023-08-14,preprint,10,False,False,True,False,Philip R. Doyle,10,2026-07-15,,False
W4385825445,10.48550/arxiv.2308.05964,A Plot is Worth a Thousand Tests: Assessing Residual Diagnostics with the Lineup Protocol,arXiv (Cornell University),2023,2023-08-11,preprint,1,False,False,True,False,Weihao Li,4,2026-07-15,,False
W4385766125,10.31234/osf.io/2am9v,Changing your mind about the data: Updating sampling assumptions in inductive inference,,2023,2023-08-11,preprint,0,True,False,True,False,Brett K. Hayes,6,2026-07-15,,False
W4385791161,10.1016/j.visres.2023.108307,Discrimination of facial identity based on simple contrast patterns generated by shading and shadows,Vision Research,2023,2023-08-11,article,7,True,False,False,False,Lindsay Peterson,4,2026-07-15,,False
W4385781355,10.31234/osf.io/z7n3x,How do you know if you were mind wandering? Dissociating explicit memories of off task thought from subjective feelings of inattention.,,2023,2023-08-11,preprint,0,True,False,True,False,Nathan K. Mathews,3,2026-07-15,,False
W4385781321,10.31234/osf.io/5brnw,Predictability and variation in language are differentially affected by learning and production,,2023,2023-08-11,preprint,0,True,False,True,False,Aislinn Keogh,3,2026-07-15,,False
W4385782094,10.31234/osf.io/rnxts,Two faces of holistic face processing: Facilitation and interference underlying part-whole and composite effects,,2023,2023-08-11,preprint,0,False,False,True,False,Haiyang Jin,3,2026-07-15,,False
W4385738666,10.1101/2023.08.09.549352,Bridging stimulus generalization and representation learning via rational dimensionality reduction,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-08-10,preprint,0,False,False,True,False,Lukas Neugebauer,2,2026-07-15,,False
W4385684749,10.1017/s003329172300209x,Differences in metacognitive functioning between obsessive–compulsive disorder patients and highly compulsive individuals from the general population,Psychological Medicine,2023,2023-08-09,article,28,False,False,True,True,Monja Hoven,4,2026-07-15,,False
W4385684022,10.3758/s13421-023-01448-w,Effect of cognitive load and working memory capacity on the efficiency of discovering better alternatives: A survival analysis,Memory & Cognition,2023,2023-08-09,article,8,True,False,True,False,Yuki Ninomiya,4,2026-07-15,,False
W4385694141,10.33540/1856,Revisiting Automatic Goal Pursuit: Exploring the Value of Goals in Cue-Based Behavior,,2023,2023-08-09,dissertation,0,True,False,False,False,Kaiyang Qin,1,2026-07-15,,False
W4385684570,10.1177/00238309231188078,The Effect of Habitual Speech Rate on Speaker-Specific Processing in English Stop Voicing Perception,Language and Speech,2023,2023-08-09,article,5,True,False,True,True,Connie Ting,2,2026-07-15,,False
W4385693446,10.1044/2023_jslhr-22-00491,"The Role of Word Content, Sentence Information, and Vocoding for Voice Cue Perception",Journal of Speech Language and Hearing Research,2023,2023-08-09,article,5,True,False,True,False,Thomas Koelewijn,5,2026-07-15,,False
W4385650820,10.3758/s13428-023-02149-7,Minimap: An interactive dynamic decision making game for search and rescue missions,Behavior Research Methods,2023,2023-08-08,article,8,True,False,True,False,Thuy Ngoc Nguyen,2,2026-07-15,,False
W4385638143,10.3389/fnagi.2023.1216304,Aging deteriorates the ability to discriminate the weight of an object during an action observation task,Frontiers in Aging Neuroscience,2023,2023-08-07,article,1,True,False,True,True,Andrea Albergoni,7,2026-07-15,,False
W4385620217,10.3758/s13421-023-01447-x,Exploring behavioral adjustments of proportion congruency manipulations in an Eriksen flanker task with visual and auditory distractor modalities,Memory & Cognition,2023,2023-08-07,article,8,True,False,True,True,Linda C. Bräutigam,4,2026-07-15,,False
W4385521132,10.1371/journal.pone.0289623,An online browser-based attentional blink replication using visual objects,PLoS ONE,2023,2023-08-03,article,0,True,False,True,True,Deena Sharabas,3,2026-07-15,,False
W4385501852,10.3389/fcomm.2023.1175625,Enabling text comprehensibility assessment for people with intellectual disabilities using a mobile application,Frontiers in Communication,2023,2023-08-03,article,5,True,False,True,False,Andreas Säuberli,7,2026-07-15,,False
W4385479306,10.3758/s13414-023-02763-9,Deviants violating higher-order auditory regularities can become predictive and facilitate behaviour,Attention Perception & Psychophysics,2023,2023-08-02,article,4,True,False,True,True,Nina Coy,5,2026-07-15,,False
W4388152963,10.1016/j.chbah.2023.100021,Be careful what you explain: Benefits and costs of explainable AI in a simulated medical task,Computers in Human Behavior Artificial Humans,2023,2023-08-01,article,12,True,False,False,False,Tobias Rieger,5,2026-07-15,,False
W4385408373,10.1016/j.foodqual.2023.104953,Non-alcoholic beer reduces flexibility of ideas: Randomized control trial study in Japan,Food Quality and Preference,2023,2023-08-01,article,0,True,False,False,False,Mina Fukuda,1,2026-07-15,,False
W4385462287,10.3758/s13428-023-02176-4,Online eye tracking and real-time sentence processing: On opportunities and efficacy for capturing psycholinguistic effects of different magnitudes and diversity,Behavior Research Methods,2023,2023-08-01,article,36,False,False,True,True,Yanina Prystauka,3,2026-07-15,,False
W4385422324,10.31234/osf.io/65jqh,Data Driven Equation Discovery Reveals Non-linear Reinforcement Learning in Humans,,2023,2023-07-31,preprint,3,False,True,True,False,Kyle J. LaFollette,5,2026-07-15,,False
W4385430086,10.1038/s41562-023-01659-w,Emergent analogical reasoning in large language models,Nature Human Behaviour,2023,2023-07-31,article,378,True,False,False,False,Taylor W. Webb,3,2026-07-15,,False
W4385422383,10.31234/osf.io/h9mna,Leveraging Natural Language Processing Models to Automate Speech-Intelligibility Scoring,,2023,2023-07-30,preprint,2,True,False,True,False,Björn Herrmann,1,2026-07-15,,False
W4385335260,10.1101/2023.07.25.550227,Wagers for work: Decomposing the costs of cognitive effort,bioRxiv (Cold Spring Harbor Laboratory),2023,2023-07-28,preprint,1,True,False,True,False,Sarah L. Master,3,2026-07-15,,False
W4385331447,10.1037/met0000587,Random item slope regression: An alternative measurement model that accounts for both similarities and differences in association with individual items.,Psychological Methods,2023,2023-07-27,article,11,True,False,True,False,Ed Donnellan,3,2026-07-15,,False
W4377010269,10.1145/3592458,"Listen, Denoise, Action! Audio-Driven Motion Synthesis with Diffusion Models",ACM Transactions on Graphics,2023,2023-07-26,article,169,False,False,True,False,Simon Alexanderson,4,2026-07-15,,False
W4385231064,10.3758/s13421-023-01445-z,Towards the most prägnant Gestalt: Leveling and sharpening as contextually dependent adaptive strategies,Memory & Cognition,2023,2023-07-25,article,3,True,False,True,False,Eline Van Geert,3,2026-07-15,,False
W4385219276,10.1016/j.heliyon.2023.e18433,Crowdsourced EEG experiments: A proof of concept for remote EEG acquisition using EmotivPRO Builder and EmotivLABS,Heliyon,2023,2023-07-24,article,16,False,False,True,True,Nikolas Williams,6,2026-07-15,,False
W4385241767,10.31234/osf.io/4z2rj,Metacognition bridges experiences and beliefs in Sense of Agency,,2023,2023-07-24,preprint,2,False,False,True,False,John P. Veillette,3,2026-07-15,,False
W4385163557,10.16995/labphon.8919,Perception of ATR in Dagaare [daɡaarɪ],Laboratory Phonology Journal of the Association for Laboratory Phonology,2023,2023-07-23,article,1,True,False,True,False,Avery Ozburn,3,2026-07-15,,False
W4385066646,10.21203/rs.3.rs-3118828/v1,Behavioral fluctuation reflecting theta-rhythmic activation of sequential working memory,Research Square,2023,2023-07-21,preprint,0,True,False,True,False,Junichi Ushiyama,2,2026-07-15,,False
W4385067823,10.31234/osf.io/7g2r4,Exploring age differences in absorption and enjoyment during story listening,,2023,2023-07-20,preprint,4,True,False,True,False,Signe Lund Mathiesen,6,2026-07-15,,False
